timestamp,hospital_id,round,loss,accuracy,num_samples,local_epochs,learning_rate,fedprox_mu,device,input_dim,train_time_sec
2025-10-06T19:15:31.701368,hospital_1,1,0.565416,68.66,1055,5,0.001,0.0,cpu,8,0.272
2025-10-06T19:22:56.013139,hospital_1,1,0.545065,70.14,1055,5,0.001,0.0,cpu,8,0.381
2025-10-06T19:28:45.811340,hospital_1,1,0.549000,69.35,1055,5,0.001,0.0,cpu,8,0.393
2025-10-06T19:36:44.493046,hospital_1,1,0.575183,69.18,1055,5,0.001,0.0,cpu,8,0.336
2025-10-06T19:39:24.473107,hospital_1,1,0.555513,68.76,1055,5,0.001,0.0,cpu,8,0.709
